   Data from
     Borysow A, 2002, Collision-induced absorption coefficients
       of H2 pairs at temperatures from 60 K to 1000 K,
       Astron. Astrophys. 390, 779-782, doi: 10.1051/0004-6361:20020555
  
   No. temperatures:    7
   No. rows:         1649
   What follows was obtained in August 2011 from the link
     http://www.astro.ku.dk/~aborysow/programs/final_CIA_LT.dat

     CIA spectra of H2-H2 from 60 to 350K, in  cm^{-1}/amagat^{2}
     freq  60K       100K     150K       200K      250K      300K      350K
   (cm^-1) 
 14760.0 2.399E-12 2.738E-12 3.327E-12 4.031E-12 4.845E-12 5.768E-12 6.814E-12
 14770.0 2.365E-12 2.698E-12 3.278E-12 3.970E-12 4.770E-12 5.676E-12 6.702E-12
 14780.0 2.332E-12 2.659E-12 3.230E-12 3.910E-12 4.696E-12 5.586E-12 6.593E-12
 14790.0 2.299E-12 2.620E-12 3.182E-12 3.851E-12 4.624E-12 5.498E-12 6.486E-12
 14800.0 2.267E-12 2.583E-12 3.136E-12 3.794E-12 4.553E-12 5.411E-12 6.381E-12
 14810.0 2.235E-12 2.546E-12 3.090E-12 3.737E-12 4.484E-12 5.326E-12 6.278E-12
 14820.0 2.204E-12 2.509E-12 3.045E-12 3.682E-12 4.416E-12 5.243E-12 6.177E-12
 14830.0 2.173E-12 2.474E-12 3.001E-12 3.627E-12 4.349E-12 5.162E-12 6.079E-12
 14840.0 2.143E-12 2.439E-12 2.957E-12 3.574E-12 4.283E-12 5.082E-12 5.982E-12
 14850.0 2.113E-12 2.404E-12 2.915E-12 3.521E-12 4.219E-12 5.004E-12 5.888E-12
 14860.0 2.084E-12 2.370E-12 2.873E-12 3.470E-12 4.156E-12 4.928E-12 5.796E-12
 14870.0 2.056E-12 2.337E-12 2.832E-12 3.420E-12 4.094E-12 4.853E-12 5.705E-12
 14880.0 2.027E-12 2.304E-12 2.792E-12 3.370E-12 4.034E-12 4.779E-12 5.616E-12
 14890.0 2.000E-12 2.272E-12 2.752E-12 3.321E-12 3.974E-12 4.707E-12 5.529E-12
 14900.0 1.972E-12 2.241E-12 2.713E-12 3.274E-12 3.916E-12 4.636E-12 5.444E-12
 14910.0 1.946E-12 2.210E-12 2.675E-12 3.227E-12 3.859E-12 4.567E-12 5.360E-12
 14920.0 1.919E-12 2.179E-12 2.638E-12 3.181E-12 3.802E-12 4.499E-12 5.278E-12
 14930.0 1.893E-12 2.149E-12 2.601E-12 3.135E-12 3.747E-12 4.432E-12 5.198E-12
 14940.0 1.868E-12 2.120E-12 2.565E-12 3.091E-12 3.693E-12 4.366E-12 5.119E-12
 14950.0 1.843E-12 2.091E-12 2.529E-12 3.047E-12 3.640E-12 4.302E-12 5.042E-12
 14960.0 1.818E-12 2.062E-12 2.494E-12 3.004E-12 3.588E-12 4.239E-12 4.967E-12
 14970.0 1.794E-12 2.034E-12 2.460E-12 2.962E-12 3.536E-12 4.177E-12 4.892E-12
 14980.0 1.770E-12 2.007E-12 2.426E-12 2.921E-12 3.486E-12 4.116E-12 4.820E-12
 14990.0 1.747E-12 1.979E-12 2.393E-12 2.880E-12 3.437E-12 4.057E-12 4.748E-12
 15000.0 1.724E-12 1.953E-12 2.360E-12 2.840E-12 3.388E-12 3.998E-12 4.678E-12
 15010.0 1.701E-12 1.927E-12 2.328E-12 2.801E-12 3.340E-12 3.941E-12 4.609E-12
 15020.0 1.679E-12 1.901E-12 2.296E-12 2.763E-12 3.294E-12 3.884E-12 4.542E-12
 15030.0 1.657E-12 1.875E-12 2.265E-12 2.725E-12 3.248E-12 3.829E-12 4.476E-12
 15040.0 1.635E-12 1.851E-12 2.235E-12 2.688E-12 3.202E-12 3.775E-12 4.411E-12
 15050.0 1.614E-12 1.826E-12 2.205E-12 2.651E-12 3.158E-12 3.721E-12 4.347E-12
 15060.0 1.593E-12 1.802E-12 2.175E-12 2.615E-12 3.114E-12 3.669E-12 4.285E-12
 15070.0 1.572E-12 1.778E-12 2.146E-12 2.580E-12 3.071E-12 3.617E-12 4.223E-12
 15080.0 1.552E-12 1.755E-12 2.118E-12 2.545E-12 3.029E-12 3.567E-12 4.163E-12
 15090.0 1.532E-12 1.732E-12 2.090E-12 2.511E-12 2.988E-12 3.517E-12 4.104E-12
 15100.0 1.512E-12 1.709E-12 2.062E-12 2.477E-12 2.947E-12 3.468E-12 4.046E-12
 15110.0 1.493E-12 1.687E-12 2.035E-12 2.444E-12 2.907E-12 3.421E-12 3.989E-12
 15120.0 1.474E-12 1.665E-12 2.008E-12 2.411E-12 2.868E-12 3.373E-12 3.933E-12
 15130.0 1.455E-12 1.644E-12 1.982E-12 2.379E-12 2.829E-12 3.327E-12 3.878E-12
 15140.0 1.437E-12 1.622E-12 1.956E-12 2.348E-12 2.791E-12 3.282E-12 3.824E-12
 15150.0 1.418E-12 1.601E-12 1.931E-12 2.317E-12 2.754E-12 3.237E-12 3.770E-12
 15160.0 1.400E-12 1.581E-12 1.906E-12 2.287E-12 2.717E-12 3.193E-12 3.718E-12
 15170.0 1.383E-12 1.561E-12 1.881E-12 2.257E-12 2.681E-12 3.150E-12 3.667E-12
 15180.0 1.365E-12 1.541E-12 1.857E-12 2.227E-12 2.646E-12 3.108E-12 3.617E-12
 15190.0 1.348E-12 1.521E-12 1.833E-12 2.198E-12 2.611E-12 3.066E-12 3.567E-12
 15200.0 1.331E-12 1.502E-12 1.809E-12 2.170E-12 2.577E-12 3.025E-12 3.519E-12
 15210.0 1.315E-12 1.483E-12 1.786E-12 2.142E-12 2.543E-12 2.985E-12 3.471E-12
 15220.0 1.299E-12 1.464E-12 1.764E-12 2.114E-12 2.510E-12 2.945E-12 3.424E-12
 15230.0 1.282E-12 1.446E-12 1.741E-12 2.087E-12 2.477E-12 2.906E-12 3.378E-12
 15240.0 1.267E-12 1.428E-12 1.719E-12 2.060E-12 2.445E-12 2.868E-12 3.333E-12
 15250.0 1.251E-12 1.410E-12 1.698E-12 2.034E-12 2.413E-12 2.830E-12 3.288E-12
 15260.0 1.236E-12 1.392E-12 1.676E-12 2.008E-12 2.382E-12 2.793E-12 3.244E-12
 15270.0 1.220E-12 1.375E-12 1.655E-12 1.983E-12 2.351E-12 2.756E-12 3.201E-12
 15280.0 1.205E-12 1.358E-12 1.634E-12 1.958E-12 2.321E-12 2.721E-12 3.159E-12
 15290.0 1.191E-12 1.341E-12 1.614E-12 1.933E-12 2.292E-12 2.685E-12 3.117E-12
 15300.0 1.176E-12 1.325E-12 1.594E-12 1.909E-12 2.263E-12 2.651E-12 3.076E-12
 15310.0 1.162E-12 1.308E-12 1.574E-12 1.885E-12 2.234E-12 2.617E-12 3.036E-12
 15320.0 1.148E-12 1.292E-12 1.555E-12 1.861E-12 2.206E-12 2.583E-12 2.997E-12
 15330.0 1.134E-12 1.276E-12 1.536E-12 1.838E-12 2.178E-12 2.550E-12 2.958E-12
 15340.0 1.120E-12 1.261E-12 1.517E-12 1.815E-12 2.150E-12 2.518E-12 2.919E-12
 15350.0 1.107E-12 1.246E-12 1.498E-12 1.793E-12 2.124E-12 2.486E-12 2.882E-12
 15360.0 1.094E-12 1.230E-12 1.480E-12 1.771E-12 2.097E-12 2.454E-12 2.845E-12
 15370.0 1.081E-12 1.215E-12 1.462E-12 1.749E-12 2.071E-12 2.423E-12 2.808E-12
 15380.0 1.068E-12 1.201E-12 1.444E-12 1.728E-12 2.045E-12 2.393E-12 2.772E-12
 15390.0 1.055E-12 1.186E-12 1.426E-12 1.706E-12 2.020E-12 2.363E-12 2.737E-12
 15400.0 1.042E-12 1.172E-12 1.409E-12 1.686E-12 1.995E-12 2.333E-12 2.702E-12
 15410.0 1.030E-12 1.158E-12 1.392E-12 1.665E-12 1.971E-12 2.304E-12 2.668E-12
 15420.0 1.018E-12 1.144E-12 1.376E-12 1.645E-12 1.946E-12 2.276E-12 2.635E-12
 15430.0 1.006E-12 1.131E-12 1.359E-12 1.625E-12 1.923E-12 2.247E-12 2.602E-12
 15440.0 9.941E-13 1.117E-12 1.343E-12 1.606E-12 1.899E-12 2.220E-12 2.569E-12
 15450.0 9.825E-13 1.104E-12 1.327E-12 1.586E-12 1.876E-12 2.192E-12 2.537E-12
 15460.0 9.710E-13 1.091E-12 1.311E-12 1.567E-12 1.853E-12 2.166E-12 2.505E-12
 15470.0 9.597E-13 1.078E-12 1.295E-12 1.549E-12 1.831E-12 2.139E-12 2.474E-12
 15480.0 9.485E-13 1.065E-12 1.280E-12 1.530E-12 1.809E-12 2.113E-12 2.444E-12
 15490.0 9.375E-13 1.053E-12 1.265E-12 1.512E-12 1.787E-12 2.087E-12 2.414E-12
 15500.0 9.266E-13 1.041E-12 1.250E-12 1.494E-12 1.766E-12 2.062E-12 2.384E-12
 15510.0 9.159E-13 1.028E-12 1.235E-12 1.476E-12 1.745E-12 2.037E-12 2.355E-12
 15520.0 9.054E-13 1.016E-12 1.221E-12 1.459E-12 1.724E-12 2.013E-12 2.326E-12
 15530.0 8.949E-13 1.005E-12 1.207E-12 1.442E-12 1.704E-12 1.989E-12 2.298E-12
 15540.0 8.847E-13 9.929E-13 1.193E-12 1.425E-12 1.684E-12 1.965E-12 2.270E-12
 15550.0 8.746E-13 9.815E-13 1.179E-12 1.408E-12 1.664E-12 1.941E-12 2.243E-12
 15560.0 8.646E-13 9.701E-13 1.165E-12 1.392E-12 1.644E-12 1.918E-12 2.216E-12
 15570.0 8.547E-13 9.590E-13 1.152E-12 1.376E-12 1.625E-12 1.896E-12 2.189E-12
 15580.0 8.450E-13 9.480E-13 1.138E-12 1.360E-12 1.606E-12 1.873E-12 2.163E-12
 15590.0 8.354E-13 9.371E-13 1.125E-12 1.344E-12 1.587E-12 1.851E-12 2.137E-12
 15600.0 8.260E-13 9.264E-13 1.113E-12 1.329E-12 1.569E-12 1.830E-12 2.112E-12
 15610.0 8.167E-13 9.159E-13 1.100E-12 1.313E-12 1.551E-12 1.808E-12 2.087E-12
 15620.0 8.075E-13 9.055E-13 1.087E-12 1.298E-12 1.533E-12 1.787E-12 2.062E-12
 15630.0 7.984E-13 8.952E-13 1.075E-12 1.283E-12 1.515E-12 1.766E-12 2.038E-12
 15640.0 7.894E-13 8.851E-13 1.063E-12 1.269E-12 1.498E-12 1.746E-12 2.014E-12
 15650.0 7.806E-13 8.751E-13 1.051E-12 1.254E-12 1.481E-12 1.726E-12 1.991E-12
 15660.0 7.719E-13 8.653E-13 1.039E-12 1.240E-12 1.464E-12 1.706E-12 1.967E-12
 15670.0 7.633E-13 8.556E-13 1.027E-12 1.226E-12 1.447E-12 1.686E-12 1.945E-12
 15680.0 7.548E-13 8.460E-13 1.016E-12 1.212E-12 1.431E-12 1.667E-12 1.922E-12
 15690.0 7.465E-13 8.365E-13 1.004E-12 1.199E-12 1.414E-12 1.648E-12 1.900E-12
 15700.0 7.382E-13 8.272E-13 9.930E-13 1.185E-12 1.398E-12 1.629E-12 1.878E-12
 15710.0 7.301E-13 8.180E-13 9.820E-13 1.172E-12 1.383E-12 1.610E-12 1.856E-12
 15720.0 7.220E-13 8.090E-13 9.711E-13 1.159E-12 1.367E-12 1.592E-12 1.835E-12
 15730.0 7.141E-13 8.000E-13 9.603E-13 1.146E-12 1.352E-12 1.574E-12 1.814E-12
 15740.0 7.063E-13 7.912E-13 9.497E-13 1.133E-12 1.337E-12 1.557E-12 1.794E-12
 15750.0 6.986E-13 7.825E-13 9.392E-13 1.121E-12 1.322E-12 1.539E-12 1.773E-12
 15760.0 6.910E-13 7.739E-13 9.289E-13 1.108E-12 1.307E-12 1.522E-12 1.753E-12
 15770.0 6.834E-13 7.654E-13 9.187E-13 1.096E-12 1.293E-12 1.505E-12 1.733E-12
 15780.0 6.760E-13 7.570E-13 9.086E-13 1.084E-12 1.278E-12 1.488E-12 1.714E-12
 15790.0 6.687E-13 7.488E-13 8.987E-13 1.072E-12 1.264E-12 1.472E-12 1.695E-12
 15800.0 6.615E-13 7.406E-13 8.889E-13 1.061E-12 1.251E-12 1.455E-12 1.676E-12
 15810.0 6.543E-13 7.326E-13 8.793E-13 1.049E-12 1.237E-12 1.439E-12 1.657E-12
 15820.0 6.473E-13 7.246E-13 8.697E-13 1.038E-12 1.223E-12 1.423E-12 1.639E-12
 15830.0 6.403E-13 7.168E-13 8.603E-13 1.026E-12 1.210E-12 1.408E-12 1.621E-12
 15840.0 6.335E-13 7.091E-13 8.510E-13 1.015E-12 1.197E-12 1.392E-12 1.603E-12
 15850.0 6.267E-13 7.014E-13 8.419E-13 1.004E-12 1.184E-12 1.377E-12 1.585E-12
 15860.0 6.200E-13 6.939E-13 8.328E-13 9.936E-13 1.171E-12 1.362E-12 1.568E-12
 15870.0 6.134E-13 6.865E-13 8.239E-13 9.829E-13 1.158E-12 1.347E-12 1.550E-12
 15880.0 6.069E-13 6.792E-13 8.151E-13 9.724E-13 1.146E-12 1.333E-12 1.534E-12
 15890.0 6.005E-13 6.719E-13 8.064E-13 9.620E-13 1.134E-12 1.318E-12 1.517E-12
 15900.0 5.941E-13 6.648E-13 7.979E-13 9.518E-13 1.122E-12 1.304E-12 1.500E-12
 15910.0 5.878E-13 6.577E-13 7.894E-13 9.417E-13 1.110E-12 1.290E-12 1.484E-12
 15920.0 5.817E-13 6.507E-13 7.810E-13 9.317E-13 1.098E-12 1.276E-12 1.468E-12
 15930.0 5.755E-13 6.439E-13 7.728E-13 9.219E-13 1.086E-12 1.263E-12 1.452E-12
 15940.0 5.695E-13 6.371E-13 7.647E-13 9.121E-13 1.075E-12 1.249E-12 1.437E-12
 15950.0 5.635E-13 6.304E-13 7.566E-13 9.026E-13 1.063E-12 1.236E-12 1.421E-12
 15960.0 5.577E-13 6.238E-13 7.487E-13 8.931E-13 1.052E-12 1.223E-12 1.406E-12
 15970.0 5.519E-13 6.172E-13 7.409E-13 8.837E-13 1.041E-12 1.210E-12 1.391E-12
 15980.0 5.461E-13 6.108E-13 7.331E-13 8.745E-13 1.030E-12 1.197E-12 1.377E-12
 15990.0 5.405E-13 6.044E-13 7.255E-13 8.654E-13 1.019E-12 1.185E-12 1.362E-12
 16000.0 5.349E-13 5.981E-13 7.180E-13 8.564E-13 1.009E-12 1.172E-12 1.348E-12
 16010.0 5.293E-13 5.919E-13 7.105E-13 8.476E-13 9.984E-13 1.160E-12 1.333E-12
 16020.0 5.239E-13 5.858E-13 7.032E-13 8.388E-13 9.880E-13 1.148E-12 1.319E-12
 16030.0 5.185E-13 5.798E-13 6.959E-13 8.301E-13 9.778E-13 1.136E-12 1.306E-12
 16040.0 5.132E-13 5.738E-13 6.888E-13 8.216E-13 9.677E-13 1.124E-12 1.292E-12
 16050.0 5.079E-13 5.679E-13 6.817E-13 8.132E-13 9.578E-13 1.113E-12 1.279E-12
 16060.0 5.027E-13 5.621E-13 6.747E-13 8.049E-13 9.479E-13 1.101E-12 1.265E-12
 16070.0 4.976E-13 5.563E-13 6.678E-13 7.966E-13 9.382E-13 1.090E-12 1.252E-12
 16080.0 4.925E-13 5.506E-13 6.610E-13 7.885E-13 9.287E-13 1.079E-12 1.239E-12
 16090.0 4.875E-13 5.450E-13 6.543E-13 7.805E-13 9.192E-13 1.068E-12 1.227E-12
 16100.0 4.826E-13 5.395E-13 6.477E-13 7.726E-13 9.099E-13 1.057E-12 1.214E-12
 16110.0 4.777E-13 5.340E-13 6.411E-13 7.648E-13 9.007E-13 1.046E-12 1.202E-12
 16120.0 4.729E-13 5.286E-13 6.346E-13 7.571E-13 8.916E-13 1.036E-12 1.189E-12
 16130.0 4.681E-13 5.232E-13 6.283E-13 7.495E-13 8.826E-13 1.025E-12 1.177E-12
 16140.0 4.634E-13 5.179E-13 6.219E-13 7.419E-13 8.737E-13 1.015E-12 1.165E-12
 16150.0 4.587E-13 5.127E-13 6.157E-13 7.345E-13 8.650E-13 1.004E-12 1.153E-12
 16160.0 4.541E-13 5.076E-13 6.095E-13 7.272E-13 8.563E-13 9.944E-13 1.142E-12
 16170.0 4.496E-13 5.025E-13 6.035E-13 7.199E-13 8.478E-13 9.844E-13 1.130E-12
 16180.0 4.451E-13 4.975E-13 5.974E-13 7.128E-13 8.393E-13 9.746E-13 1.119E-12
 16190.0 4.407E-13 4.925E-13 5.915E-13 7.057E-13 8.310E-13 9.649E-13 1.108E-12
 16200.0 4.363E-13 4.876E-13 5.856E-13 6.987E-13 8.228E-13 9.553E-13 1.097E-12
 16210.0 4.320E-13 4.828E-13 5.798E-13 6.918E-13 8.146E-13 9.459E-13 1.086E-12
 16220.0 4.277E-13 4.780E-13 5.741E-13 6.850E-13 8.066E-13 9.365E-13 1.075E-12
 16230.0 4.235E-13 4.732E-13 5.685E-13 6.783E-13 7.987E-13 9.273E-13 1.064E-12
 16240.0 4.193E-13 4.686E-13 5.629E-13 6.716E-13 7.909E-13 9.182E-13 1.054E-12
 16250.0 4.152E-13 4.640E-13 5.574E-13 6.651E-13 7.831E-13 9.092E-13 1.044E-12
 16260.0 4.111E-13 4.594E-13 5.519E-13 6.586E-13 7.755E-13 9.003E-13 1.033E-12
 16270.0 4.071E-13 4.549E-13 5.465E-13 6.522E-13 7.679E-13 8.915E-13 1.023E-12
 16280.0 4.031E-13 4.504E-13 5.412E-13 6.458E-13 7.605E-13 8.828E-13 1.013E-12
 16290.0 3.992E-13 4.460E-13 5.359E-13 6.396E-13 7.531E-13 8.742E-13 1.003E-12
 16300.0 3.953E-13 4.417E-13 5.307E-13 6.334E-13 7.458E-13 8.658E-13 9.935E-13
 16310.0 3.914E-13 4.374E-13 5.256E-13 6.273E-13 7.386E-13 8.574E-13 9.839E-13
 16320.0 3.876E-13 4.331E-13 5.205E-13 6.212E-13 7.315E-13 8.492E-13 9.744E-13
 16330.0 3.839E-13 4.289E-13 5.155E-13 6.153E-13 7.245E-13 8.410E-13 9.650E-13
 16340.0 3.802E-13 4.248E-13 5.106E-13 6.094E-13 7.176E-13 8.330E-13 9.557E-13
 16350.0 3.765E-13 4.207E-13 5.057E-13 6.036E-13 7.107E-13 8.250E-13 9.465E-13
 16360.0 3.729E-13 4.167E-13 5.008E-13 5.978E-13 7.040E-13 8.171E-13 9.375E-13
 16370.0 3.693E-13 4.126E-13 4.960E-13 5.921E-13 6.973E-13 8.094E-13 9.285E-13
 16380.0 3.658E-13 4.087E-13 4.913E-13 5.865E-13 6.907E-13 8.017E-13 9.197E-13
 16390.0 3.623E-13 4.048E-13 4.866E-13 5.810E-13 6.842E-13 7.941E-13 9.110E-13
 16400.0 3.588E-13 4.009E-13 4.820E-13 5.755E-13 6.777E-13 7.866E-13 9.023E-13
 16410.0 3.554E-13 3.971E-13 4.775E-13 5.700E-13 6.713E-13 7.792E-13 8.938E-13
 16420.0 3.520E-13 3.933E-13 4.729E-13 5.647E-13 6.650E-13 7.719E-13 8.854E-13
 16430.0 3.487E-13 3.896E-13 4.685E-13 5.594E-13 6.588E-13 7.646E-13 8.771E-13
 16440.0 3.454E-13 3.859E-13 4.641E-13 5.542E-13 6.526E-13 7.575E-13 8.689E-13
 16450.0 3.421E-13 3.822E-13 4.597E-13 5.490E-13 6.466E-13 7.504E-13 8.608E-13
 16460.0 3.389E-13 3.786E-13 4.554E-13 5.439E-13 6.405E-13 7.434E-13 8.527E-13
 16470.0 3.357E-13 3.751E-13 4.512E-13 5.388E-13 6.346E-13 7.366E-13 8.448E-13
 16480.0 3.325E-13 3.716E-13 4.469E-13 5.338E-13 6.287E-13 7.297E-13 8.370E-13
 16490.0 3.294E-13 3.681E-13 4.428E-13 5.289E-13 6.229E-13 7.230E-13 8.292E-13
